Employee_ID,Training_Date,Training_Name,Training_Hours,Completion_Status,Assessment_Score
EMP12490,2023-12-14,Cyber Security,8,Completed,86.2
EMP12491,2025-06-27,Power BI Fundamentals,24,In Progress,
EMP12493,2022-06-18,Customer Handling,8,Completed,47.4
EMP12493,2024-07-09,Time Management,24,Completed,73.9
EMP12494,2026-06-08,Time Management,4,Completed,78.1
EMP12494,2025-08-31,Project Management,4,In Progress,
EMP12495,2020-08-03,Advanced Excel,40,Completed,77.7
EMP12496,2023-10-11,Project Management,24,Completed,85.2
EMP12496,2026-06-06,Customer Handling,8,Completed,77.4
EMP12496,2023-08-10,Data Analytics,24,In Progress,
EMP12497,2024-05-23,Advanced Excel,16,Completed,81.8
EMP12498,2026-03-23,Customer Handling,8,Completed,83.2
EMP12498,2025-12-21,Customer Handling,16,Cancelled,
EMP12498,2024-10-17,Sales Negotiation,8,In Progress,
EMP12498,2026-02-09,Sales Negotiation,24,Completed,69.1
EMP12500,2023-06-23,Communication Skills,16,Completed,85.9
EMP12501,2025-07-12,Data Analytics,8,In Progress,
EMP12501,2024-08-14,Customer Handling,24,Completed,68.1
EMP12501,2023-01-02,Customer Handling,8,In Progress,
EMP12501,2023-06-09,Time Management,8,Completed,49.2
EMP12502,2025-02-01,Advanced Excel,8,Completed,86.6
EMP12504,2025-10-28,Communication Skills,24,Completed,77.3
EMP12504,2025-07-28,Customer Handling,8,Completed,83.7
EMP12504,2026-04-29,Data Analytics,8,Completed,97.7
EMP12505,2026-04-28,Advanced Excel,16,Completed,79.2
EMP12506,2024-02-08,Communication Skills,24,Completed,69.0
EMP12506,2024-04-12,Power BI Fundamentals,24,In Progress,
EMP12506,2023-08-25,Power BI Fundamentals,16,Completed,71.1
EMP12507,2022-05-26,Data Analytics,16,In Progress,
EMP12507,2025-08-02,Leadership Essentials,4,Completed,81.5
EMP12507,2024-04-21,Time Management,16,Completed,78.6
EMP12507,2021-03-03,Leadership Essentials,16,Completed,55.2
EMP12507,2022-01-17,Power BI Fundamentals,16,Completed,98.8
EMP12508,2022-04-11,Power BI Fundamentals,4,In Progress,
EMP12508,2020-08-05,Communication Skills,16,Completed,74.0
EMP12508,2020-01-25,Leadership Essentials,40,Completed,82.8
EMP12509,2023-10-05,Sales Negotiation,16,Completed,64.9
EMP12509,2024-09-15,Leadership Essentials,16,In Progress,
EMP12509,2023-04-19,Project Management,24,Completed,78.7
EMP12510,2025-06-24,Communication Skills,4,No Show,
EMP12510,2025-07-10,Customer Handling,24,Completed,74.3
EMP12510,2025-10-30,Time Management,8,Completed,100.0
EMP12510,2026-06-01,Cyber Security,8,Completed,61.1
EMP12510,2025-10-25,Sales Negotiation,4,In Progress,
EMP12511,2022-11-01,Power BI Fundamentals,4,No Show,
EMP12511,2021-03-11,Data Analytics,24,Completed,69.0
EMP12511,2023-12-05,Sales Negotiation,40,In Progress,
EMP12511,2024-03-15,Customer Handling,16,No Show,
EMP12513,2022-03-19,Advanced Excel,8,Completed,71.1
EMP12513,2023-01-02,Advanced Excel,4,Completed,62.4
EMP12513,2022-12-17,Sales Negotiation,8,In Progress,
EMP12513,2021-09-01,Cyber Security,40,Cancelled,
EMP12516,2026-01-30,Sales Negotiation,16,Completed,82.8
EMP12516,2022-06-30,Customer Handling,8,Completed,72.6
EMP12516,2022-11-15,Advanced Excel,16,In Progress,
EMP12516,2023-07-26,Data Analytics,40,Completed,86.0
EMP12517,2025-12-02,Customer Handling,24,Cancelled,
EMP12518,2023-06-05,Advanced Excel,40,Completed,75.0
EMP12518,2020-09-11,Project Management,16,Completed,68.0
EMP12518,2021-10-03,Advanced Excel,24,Completed,74.8
EMP12518,2023-03-24,Communication Skills,8,Completed,80.2
EMP12521,2020-06-10,Advanced Excel,24,Cancelled,
EMP12521,2019-10-05,Project Management,24,Completed,73.4
EMP12521,2023-05-16,Data Analytics,24,Completed,88.1
EMP12521,2020-10-07,Power BI Fundamentals,8,Completed,78.6
EMP12522,2022-09-18,Project Management,4,Completed,70.2
EMP12524,2025-08-16,Customer Handling,16,No Show,
EMP12524,2025-06-01,Sales Negotiation,8,Completed,65.3
EMP12524,2025-03-11,Power BI Fundamentals,24,Completed,94.7
EMP12525,2024-07-13,Advanced Excel,16,Completed,61.9
EMP12527,2025-03-23,Project Management,8,Completed,80.8
EMP12529,2025-02-21,Leadership Essentials,8,In Progress,
EMP12529,2023-09-04,Cyber Security,16,Completed,75.0
EMP12530,2020-07-01,Advanced Excel,8,Completed,57.8
EMP12530,2020-10-10,POWER BI FUNDAMENTALS,40,Completed,84.9
EMP12530,2021-06-15,Project Management,8,Completed,79.1
EMP12530,2022-09-24,Communication Skills,16,In Progress,
EMP12531,2024-03-27,Power BI Fundamentals,4,Completed,73.9
EMP12531,2026-02-14,Leadership Essentials,16,Cancelled,
EMP12532,2024-10-08,LEADERSHIP ESSENTIALS,16,Completed,90.5
EMP12532,2023-09-05,Communication Skills,24,Completed,80.6
EMP12532,2024-04-26,Data Analytics,4,Completed,75.2
EMP12532,2023-02-09,Time Management,40,Completed,81.6
EMP12533,2022-12-04,Cyber Security,24,Completed,100.0
EMP12533,2024-10-19,Communication Skills,40,Completed,63.7
EMP12533,2022-07-04,Communication Skills,40,Completed,66.7
EMP12534,2023-05-03,Customer Handling,16,Completed,87.2
EMP12534,2023-07-22,Sales Negotiation,16,In Progress,
EMP12534,2022-05-25,Data Analytics,8,No Show,
EMP12534,2026-01-21,Sales Negotiation,24,Completed,89.9
EMP12535,2023-12-24,Data Analytics,8,Completed,80.5
EMP12535,2025-11-28,Sales Negotiation,16,Completed,67.5
EMP12537,2025-01-30,Customer Handling,16,Completed,69.3
EMP12537,2025-08-06,Data Analytics,4,Completed,100.0
EMP12538,2021-02-16,Communication Skills,24,Completed,83.7
EMP12538,2024-10-18,Advanced Excel,40,In Progress,
EMP12538,2024-02-12,Power BI Fundamentals,8,Completed,68.9
EMP12538,2025-06-21,Communication Skills,4,Completed,64.1
EMP12539,2025-11-24,Leadership Essentials,8,In Progress,
EMP12540,2024-01-03,Cyber Security,24,Completed,79.6
EMP12540,2024-06-06,Advanced Excel,8,Completed,100.0
EMP12540,2021-05-12,Sales Negotiation,4,Completed,49.5
EMP12541,2023-11-18,Power BI Fundamentals,16,Completed,63.7
EMP12541,2023-12-21,Time Management,16,No Show,
EMP12542,2025-03-22,Communication Skills,4,Completed,94.2
EMP12542,2025-02-15,Data Analytics,16,Completed,59.7
EMP12542,2025-03-03,Leadership Essentials,16,Completed,70.2
EMP12543,2026-06-28,Cyber Security,8,Completed,59.3
EMP12543,2026-06-12,Customer Handling,24,Completed,85.6
EMP12543,2026-05-18,Time Management,16,Completed,61.6
EMP12544,2020-02-19,Cyber Security,4,Completed,79.4
EMP12545,2023-10-02,Time Management,16,Cancelled,
EMP12545,2019-11-26,Communication Skills,16,Completed,89.3
EMP12545,2022-07-19,Project Management,24,Completed,83.0
EMP12545,2024-07-28,Sales Negotiation,16,In Progress,
EMP12546,2025-09-11,Power BI Fundamentals,24,Completed,60.3
EMP12547,2023-10-10,Data Analytics,4,Completed,73.9
EMP12547,2023-02-20,Customer Handling,24,Completed,89.0
EMP12547,2023-06-13,Communication Skills,16,Completed,62.4
EMP12547,2023-10-25,Customer Handling,4,Completed,65.5
EMP12548,2025-09-29,SALES NEGOTIATION,16,In Progress,
EMP12548,2025-01-10,Sales Negotiation,24,Completed,77.2
EMP12549,2024-07-03,Cyber Security,16,Completed,66.5
EMP12549,2024-09-07,Time Management,8,Completed,68.5
EMP12550,2022-05-29,Project Management,40,Completed,72.9
EMP12550,2022-07-08,Power BI Fundamentals,24,Completed,79.9
EMP12550,2024-08-23,Sales Negotiation,16,Completed,72.8
EMP12551,2023-09-13,Customer Handling,40,Completed,81.8
EMP12551,2026-05-13,Advanced Excel,8,Completed,70.4
EMP12551,2025-01-19,Communication Skills,8,Completed,91.6
EMP12552,2022-08-06,Advanced Excel,24,Completed,79.9
EMP12552,2025-02-04,Customer Handling,16,Completed,61.3
EMP12553,2025-09-15,Cyber Security,16,Completed,80.4
EMP12554,2026-02-22,Sales Negotiation,16,Completed,64.5
EMP12555,2021-09-13,Project Management,4,Completed,86.4
EMP12557,2024-01-04,Communication Skills,24,In Progress,
EMP12558,2021-12-31,Cyber Security,8,Completed,100.0
EMP12558,2025-12-12,Advanced Excel,16,In Progress,
EMP12558,2021-09-03,Data Analytics,24,In Progress,
EMP12558,2023-05-26,Sales Negotiation,24,Completed,78.9
EMP12558,2022-02-13,Project Management,16,Completed,89.0
EMP12559,2026-02-08,Advanced Excel,8,Completed,53.2
EMP12559,2026-05-31,Project Management,8,Completed,63.4
EMP12559,2022-09-07,Cyber Security,4,Completed,73.1
EMP12561,2025-12-14,Data Analytics,40,Completed,70.0
EMP12561,2025-08-07,Sales Negotiation,8,Completed,89.6
EMP12561,2025-09-05,Sales Negotiation,16,Completed,79.3
EMP12564,2023-04-15,Time Management,16,Completed,85.7
EMP12566,2025-10-08,Cyber Security,8,Completed,76.8
EMP12566,2025-08-20,Communication Skills,24,Completed,84.5
EMP12568,2025-12-15,Leadership Essentials,8,Completed,97.1
EMP12569,2024-08-25,Customer Handling,24,In Progress,
EMP12569,2025-11-02,Customer Handling,8,Completed,75.4
EMP12569,2025-07-15,Power BI Fundamentals,16,Completed,85.6
EMP12570,2020-03-17,Communication Skills,4,In Progress,
EMP12570,2022-12-05,Cyber Security,8,In Progress,
EMP12570,2020-11-10,Leadership Essentials,16,Completed,85.5
EMP12571,2024-09-20,Power BI Fundamentals,40,Completed,78.8
EMP12572,2024-01-02,Project Management,40,Completed,93.6
EMP12573,2024-01-30,Customer Handling,16,Completed,91.8
EMP12574,2019-09-18,Project Management,4,Completed,73.6
EMP12574,2023-09-26,Cyber Security,24,Completed,72.0
EMP12574,2021-11-07,Cyber Security,16,Cancelled,
EMP12574,2022-07-18,Sales Negotiation,40,No Show,
EMP12574,2021-05-06,Cyber Security,16,Completed,72.9
EMP12575,2023-05-21,Cyber Security,16,In Progress,
EMP12575,2023-12-05,Customer Handling,24,In Progress,
EMP12575,2020-06-28,Leadership Essentials,40,Completed,76.2
EMP12576,2023-01-11,Customer Handling,16,Completed,87.3
EMP12576,2020-05-20,Sales Negotiation,16,Completed,83.6
EMP12576,2022-10-14,Communication Skills,40,Cancelled,
EMP12577,2026-05-02,Project Management,24,In Progress,
EMP12578,2020-04-30,Leadership Essentials,4,Completed,89.7
EMP12578,2021-02-12,Customer Handling,24,No Show,
EMP12578,2022-11-22,Sales Negotiation,40,Completed,86.8
EMP12578,2023-12-31,Cyber Security,8,Cancelled,
EMP12578,2021-08-02,Communication Skills,4,Completed,85.2
EMP12579,2022-09-15,Time Management,16,Completed,91.6
EMP12579,2020-12-21,Data Analytics,8,Completed,80.4
EMP12579,2022-09-03,Power BI Fundamentals,16,Completed,77.5
EMP12580,2025-09-16,Communication Skills,24,Completed,86.1
EMP12580,2023-02-22,Advanced Excel,40,Completed,58.5
EMP12580,2022-01-20,Time Management,8,Completed,60.5
EMP12580,2021-11-19,Time Management,8,Completed,93.3
EMP12580,2022-12-19,Project Management,16,No Show,
EMP12581,2021-12-13,Data Analytics,16,Completed,48.5
EMP12581,2021-11-08,Time Management,4,No Show,
EMP12582,2025-12-01,Power BI Fundamentals,8,In Progress,
EMP12583,2026-05-02,Leadership Essentials,16,Completed,63.9
EMP12583,2025-08-18,Leadership Essentials,8,Completed,92.2
EMP12583,2026-02-02,Cyber Security,40,Completed,67.2
EMP12584,2023-11-29,Advanced Excel,8,In Progress,
EMP12585,2021-02-11,Project Management,8,Completed,87.0
EMP12585,2021-11-23,Project Management,4,Completed,72.7
EMP12585,2020-09-22,Power BI Fundamentals,8,Completed,67.3
EMP12586,2026-02-28,Advanced Excel,24,Completed,74.8
EMP12586,2025-09-20,Leadership Essentials,40,In Progress,
EMP12587,2024-12-07,Power BI Fundamentals,40,Cancelled,
EMP12588,2021-11-03,Communication Skills,16,Completed,85.1
EMP12588,2025-11-02,Project Management,16,Cancelled,
EMP12588,2025-09-24,Power BI Fundamentals,8,Completed,73.7
EMP12588,2022-10-12,Communication Skills,24,Completed,67.1
EMP12589,2025-02-03,Data Analytics,24,Completed,81.5
EMP12591,2024-08-07,Power BI Fundamentals,16,Completed,80.0
EMP12591,2024-07-02,Cyber Security,4,In Progress,
EMP12591,2024-01-16,Communication Skills,24,Completed,78.1
EMP12591,2022-12-31,Customer Handling,8,Completed,70.9
EMP12591,2023-10-16,Data Analytics,24,Completed,77.7
EMP12592,2025-10-10,Project Management,16,Completed,79.8
EMP12592,2024-05-25,Project Management,8,Completed,100.0
EMP12592,2026-06-19,Cyber Security,8,Completed,82.6
EMP12592,2025-08-23,Communication Skills,16,Completed,98.0
EMP12595,2020-05-07,Power BI Fundamentals,8,Completed,76.5
EMP12595,2021-02-01,Communication Skills,16,In Progress,
EMP12595,2020-02-01,Leadership Essentials,8,Completed,83.0
EMP12595,2021-08-12,Leadership Essentials,8,Completed,63.9
EMP12596,2022-02-22,Leadership Essentials,8,Completed,65.9
EMP12597,2024-05-12,Power BI Fundamentals,24,In Progress,
EMP12600,2025-11-26,Advanced Excel,16,In Progress,
EMP12600,2024-11-18,Power BI Fundamentals,16,Completed,74.1
EMP12602,2026-05-09,Cyber Security,40,In Progress,
EMP12604,2024-04-25,Sales Negotiation,4,Completed,87.0
EMP12604,2022-12-10,Leadership Essentials,40,Completed,72.1
EMP12605,2026-06-13,Data Analytics,24,Completed,80.4
EMP12607,2022-04-20,Customer Handling,24,Completed,68.8
EMP12607,2025-04-10,Customer Handling,16,Completed,74.2
EMP12607,2022-03-06,Leadership Essentials,16,Completed,87.9
EMP12608,2021-11-21,Communication Skills,40,Completed,94.6
EMP12608,2021-12-02,Communication Skills,8,Completed,69.3
EMP12609,2022-10-20,Leadership Essentials,8,Completed,100.0
EMP12609,2021-11-08,Customer Handling,8,No Show,
EMP12609,2021-05-24,Advanced Excel,16,Completed,63.8
EMP12609,2020-11-05,Cyber Security,4,Completed,95.9
EMP12609,2021-05-10,Cyber Security,8,Completed,98.1
EMP12610,2024-11-18,Data Analytics,24,Completed,91.5
EMP12610,2024-08-14,Customer Handling,4,Completed,98.9
EMP12610,2023-11-26,Advanced Excel,40,Completed,79.0
EMP12611,2024-05-01,Advanced Excel,24,Completed,65.6
EMP12614,2024-08-28,Advanced Excel,24,In Progress,
EMP12614,2022-10-13,Power BI Fundamentals,16,Completed,90.0
EMP12616,2025-03-29,Cyber Security,16,Completed,86.5
EMP12618,2023-10-20,Leadership Essentials,8,Completed,79.8
EMP12618,2026-03-05,Leadership Essentials,4,Completed,76.6
EMP12619,2022-06-05,Power BI Fundamentals,16,Cancelled,
EMP12619,2021-03-18,Time Management,16,Completed,67.7
EMP12619,2023-07-16,Data Analytics,4,In Progress,
EMP12620,2026-05-06,Advanced Excel,8,Completed,74.0
EMP12620,2024-07-21,Time Management,24,Completed,92.0
EMP12622,2024-09-22,Cyber Security,4,Completed,77.0
EMP12622,2026-05-02,Communication Skills,4,Completed,74.7
EMP12622,2024-08-29,Time Management,16,Completed,69.1
EMP12623,2026-02-21,Customer Handling,16,Completed,87.8
EMP12624,2026-02-13,Project Management,16,Completed,65.6
EMP12626,2025-03-08,Cyber Security,8,In Progress,
EMP12626,2025-08-30,Power BI Fundamentals,8,No Show,
EMP12626,2026-02-11,Leadership Essentials,16,Completed,84.1
EMP12627,2023-04-01,Customer Handling,24,Completed,97.7
EMP12628,2026-03-22,Customer Handling,4,Completed,78.0
EMP12630,2022-03-29,Sales Negotiation,16,Completed,79.0
EMP12631,2025-11-29,Communication Skills,8,Completed,73.5
EMP12632,2023-12-07,Advanced Excel,16,In Progress,
EMP12632,2025-03-27,Customer Handling,40,Completed,57.0
EMP12633,2024-07-28,Time Management,8,Completed,85.1
EMP12633,2025-01-30,Sales Negotiation,4,Cancelled,
EMP12633,2025-08-17,Cyber Security,8,Completed,76.8
EMP12634,2024-04-03,Customer Handling,8,Completed,82.6
EMP12634,2023-04-03,Cyber Security,8,Completed,82.6
EMP12638,2021-05-22,Advanced Excel,16,Completed,64.9
EMP12638,2024-03-04,Communication Skills,8,In Progress,
EMP12638,2024-03-13,Cyber Security,24,Completed,51.1
EMP12638,2022-06-14,Power BI Fundamentals,4,Completed,95.3
EMP12638,2019-09-22,Customer Handling,24,Completed,50.6
EMP12640,2024-07-21,Sales Negotiation,8,Cancelled,
EMP12640,2024-05-11,Customer Handling,40,In Progress,
EMP12641,2025-04-02,Power BI Fundamentals,8,Completed,71.5
EMP12641,2025-08-08,Power BI Fundamentals,8,Completed,79.8
EMP12641,2025-05-20,Communication Skills,24,Completed,71.6
EMP12642,2025-02-16,Cyber Security,24,Completed,71.5
EMP12643,2024-08-12,Leadership Essentials,4,Completed,69.9
EMP12644,2026-03-10,Sales Negotiation,40,Completed,74.5
EMP12646,2024-04-20,Cyber Security,8,Completed,67.8
EMP12646,2025-04-12,Project Management,8,No Show,
EMP12646,2026-03-07,Power BI Fundamentals,40,Completed,92.0
EMP12647,2023-09-11,Advanced Excel,8,Completed,71.8
EMP12648,2025-05-05,Sales Negotiation,16,Completed,65.6
EMP12650,2022-11-04,Communication Skills,24,Completed,80.3
EMP12650,2023-09-27,Time Management,8,No Show,
EMP12651,2026-05-23,Leadership Essentials,16,In Progress,
EMP12652,2022-01-14,Cyber Security,24,Cancelled,
EMP12652,2022-07-08,Communication Skills,16,Completed,91.4
EMP12654,2025-08-11,Sales Negotiation,8,Completed,100.0
EMP12657,2026-02-07,Project Management,4,Completed,92.2
EMP12657,2023-01-27,Sales Negotiation,8,In Progress,
EMP12658,2026-03-17,Time Management,8,Completed,90.7
EMP12658,2024-07-10,Advanced Excel,4,Cancelled,
EMP12658,2023-09-07,Customer Handling,40,Completed,84.4
EMP12659,2023-07-01,PROJECT MANAGEMENT,40,Completed,65.6
EMP12661,2020-12-01,Data Analytics,4,In Progress,
EMP12661,2023-04-16,Advanced Excel,8,Completed,80.1
EMP12661,2021-04-24,Advanced Excel,8,Completed,91.1
EMP12662,2021-10-11,Power BI Fundamentals,4,Completed,71.7
EMP12662,2023-05-12,Data Analytics,4,Cancelled,
EMP12663,2024-02-18,Communication Skills,8,Completed,82.0
EMP12663,2026-01-17,Sales Negotiation,8,Completed,86.8
EMP12667,2026-05-14,Time Management,8,In Progress,
EMP12668,2022-06-24,Communication Skills,24,Completed,56.5
EMP12668,2021-04-19,Advanced Excel,4,In Progress,
EMP12668,2022-10-10,Data Analytics,16,In Progress,
EMP12669,2024-01-22,Cyber Security,8,In Progress,
EMP12669,2023-04-10,Time Management,8,Completed,88.1
EMP12670,2023-06-21,Sales Negotiation,16,Completed,99.3
EMP12670,2022-10-29,Power BI Fundamentals,8,No Show,
EMP12670,2022-03-18,Time Management,8,Completed,83.6
EMP12670,2024-02-22,Communication Skills,16,In Progress,
EMP12671,2023-04-03,Leadership Essentials,24,Completed,91.4
EMP12671,2021-11-03,Sales Negotiation,16,No Show,
EMP12671,2024-08-08,Customer Handling,16,Completed,84.5
EMP12671,2024-09-03,Cyber Security,4,Completed,80.1
EMP12672,2022-10-15,Customer Handling,8,Completed,67.5
EMP12672,2025-10-01,Project Management,16,Completed,93.8
EMP12672,2025-12-17,Data Analytics,16,Completed,78.8
EMP12672,2026-04-26,Leadership Essentials,24,Completed,87.7
EMP12673,2026-03-03,Project Management,8,In Progress,
EMP12674,2020-11-14,Time Management,24,Completed,93.1
EMP12674,2024-02-29,Time Management,24,Completed,61.8
EMP12675,2025-12-01,Cyber Security,16,Completed,57.5
EMP12676,2023-08-12,Leadership Essentials,8,Completed,79.6
EMP12676,2025-06-04,Customer Handling,8,Completed,86.0
EMP12677,2021-08-01,Communication Skills,24,No Show,
EMP12677,2022-03-09,Power BI Fundamentals,24,Completed,87.3
EMP12677,2024-07-04,Sales Negotiation,24,Completed,97.0
EMP12677,2024-12-31,Power BI Fundamentals,16,Completed,75.9
EMP12677,2024-03-08,Sales Negotiation,40,In Progress,
EMP12677,2022-02-26,Project Management,4,Completed,85.0
EMP12677,2021-09-11,Communication Skills,4,Completed,64.7
EMP12678,2022-08-11,Project Management,16,Completed,97.2
EMP12678,2023-05-09,Sales Negotiation,16,In Progress,
EMP12678,2025-04-24,Sales Negotiation,8,No Show,
EMP12678,2023-08-13,Power BI Fundamentals,16,No Show,
EMP12679,2024-11-27,Power BI Fundamentals,16,In Progress,
EMP12679,2024-02-06,Advanced Excel,16,No Show,
EMP12680,2026-06-04,Advanced Excel,40,No Show,
EMP12680,2025-11-15,Cyber Security,8,In Progress,
EMP12681,2022-05-29,Advanced Excel,8,In Progress,
EMP12681,2022-01-01,Cyber Security,40,Completed,98.6
EMP12681,2022-02-04,Data Analytics,40,No Show,
EMP12681,2019-05-28,Leadership Essentials,8,Completed,77.1
EMP12682,2024-01-19,Data Analytics,24,Cancelled,
EMP12682,2023-06-05,Power BI Fundamentals,8,Completed,66.2
EMP12683,2023-09-06,Advanced Excel,16,No Show,
EMP12685,2022-09-12,Data Analytics,16,Completed,82.1
EMP12686,2022-05-22,Communication Skills,24,Completed,75.1
EMP12688,2023-05-24,Sales Negotiation,24,Completed,58.9
EMP12688,2023-07-25,Advanced Excel,16,Completed,87.3
EMP12689,2024-06-24,Leadership Essentials,16,Completed,74.2
EMP12691,2023-01-05,Cyber Security,40,Completed,58.7
EMP12691,2021-12-23,Sales Negotiation,16,In Progress,
EMP12691,2025-02-25,Data Analytics,16,Cancelled,
EMP12691,2023-11-05,Power BI Fundamentals,40,Cancelled,
EMP12691,2023-07-18,Sales Negotiation,16,Cancelled,
EMP12692,2023-01-24,Data Analytics,24,Completed,56.9
EMP12692,2024-03-06,Power BI Fundamentals,4,Completed,68.9
EMP12693,2026-04-22,Cyber Security,16,Completed,86.2
EMP12693,2025-12-23,Cyber Security,24,In Progress,
EMP12697,2024-08-05,Leadership Essentials,4,In Progress,
EMP12697,2025-01-15,Customer Handling,16,Completed,87.7
EMP12698,2022-09-05,Advanced Excel,40,Completed,76.0
EMP12698,2024-07-18,Cyber Security,8,In Progress,
EMP12698,2021-04-02,Customer Handling,8,In Progress,
EMP12700,2025-05-27,Customer Handling,4,Completed,72.3
EMP12700,2026-04-16,Power BI Fundamentals,24,Completed,65.4
EMP12701,2021-09-13,Project Management,4,Completed,81.5
EMP12701,2024-08-08,Time Management,4,Completed,59.5
EMP12701,2024-03-22,Project Management,16,Completed,84.0
EMP12702,2026-06-27,Time Management,4,In Progress,
EMP12707,2022-11-26,Data Analytics,24,Completed,89.8
EMP12707,2020-10-12,Data Analytics,24,Completed,78.3
EMP12708,2025-08-06,Customer Handling,8,Completed,79.6
EMP12711,2022-10-18,Power BI Fundamentals,16,Completed,74.8
EMP12713,2024-01-11,Communication Skills,24,In Progress,
EMP12713,2022-02-21,Time Management,40,Completed,61.1
EMP12713,2024-05-01,Project Management,24,Completed,83.6
EMP12713,2024-01-05,Power BI Fundamentals,16,Completed,81.9
EMP12718,2022-12-01,Time Management,24,Completed,91.4
EMP12718,2021-03-13,Customer Handling,24,Completed,73.0
EMP12718,2021-04-09,Sales Negotiation,16,Completed,80.4
EMP12718,2021-04-26,Sales Negotiation,16,Completed,87.6
EMP12719,2021-05-02,Communication Skills,16,Completed,82.7
EMP12719,2023-03-29,PROJECT MANAGEMENT,8,Completed,80.7
EMP12719,2023-07-28,Data Analytics,8,Completed,74.7
EMP12720,2022-01-17,Data Analytics,8,Completed,87.2
EMP12720,2025-02-13,Power BI Fundamentals,8,Completed,85.4
EMP12720,2022-10-27,Sales Negotiation,16,In Progress,
EMP12720,2022-04-02,Leadership Essentials,8,In Progress,
EMP12720,2020-12-16,Project Management,8,Completed,79.7
EMP12720,2021-03-17,Cyber Security,8,Cancelled,
EMP12720,2021-08-19,Data Analytics,16,Completed,65.0
EMP12721,2025-10-16,Data Analytics,16,In Progress,
EMP12721,2026-04-30,Sales Negotiation,8,Completed,69.5
EMP12721,2026-03-07,Advanced Excel,8,Completed,100.0
EMP12722,2023-05-28,Leadership Essentials,24,Completed,73.6
EMP12722,2025-06-11,Customer Handling,8,Completed,62.3
EMP12723,2025-12-20,Communication Skills,24,Completed,73.3
EMP12724,2020-02-25,Communication Skills,24,Completed,87.9
EMP12724,2024-01-13,Advanced Excel,16,Completed,53.6
EMP12724,2023-04-11,Power BI Fundamentals,40,In Progress,
EMP12724,2021-12-08,Sales Negotiation,4,No Show,
EMP12724,2021-06-04,Project Management,16,Completed,88.6
EMP12725,2024-03-24,Advanced Excel,8,Completed,86.7
EMP12725,2025-01-14,Leadership Essentials,16,Completed,80.4
EMP12726,2021-09-27,Time Management,4,Completed,66.7
EMP12726,2023-05-25,Sales Negotiation,4,Completed,100.0
EMP12726,2023-03-29,Time Management,16,Completed,73.0
EMP12727,2026-04-18,Data Analytics,24,Completed,96.0
EMP12729,2024-05-11,Advanced Excel,24,Completed,81.9
EMP12730,2022-03-27,Project Management,24,Completed,83.3
EMP12732,2021-09-17,Power BI Fundamentals,8,No Show,
EMP12733,2023-05-03,Communication Skills,4,In Progress,
EMP12734,2025-04-27,Project Management,24,Cancelled,
EMP12734,2023-01-06,Leadership Essentials,40,Completed,74.5
EMP12734,2024-08-30,Communication Skills,8,In Progress,
EMP12734,2024-12-14,Customer Handling,16,No Show,
EMP12735,2024-04-19,Customer Handling,16,Completed,90.6
EMP12736,2024-02-01,Cyber Security,8,Completed,77.0
EMP12736,2024-11-05,Time Management,4,Completed,75.4
EMP12737,2021-04-26,Customer Handling,40,Completed,48.1
EMP12737,2021-08-17,Project Management,24,Completed,84.8
EMP12738,2026-01-20,Time Management,16,Completed,73.2
EMP12738,2025-11-23,Cyber Security,24,In Progress,
EMP12740,2024-09-05,Customer Handling,16,Completed,77.3
EMP12740,2021-03-11,Power BI Fundamentals,16,Completed,96.4
EMP12740,2024-08-20,Power BI Fundamentals,4,Completed,76.1
EMP12740,2023-01-28,Communication Skills,16,Cancelled,
EMP12740,2024-08-27,Advanced Excel,40,Completed,82.7
EMP12743,2024-10-08,Time Management,4,Cancelled,
EMP12743,2024-05-12,Data Analytics,4,Completed,67.7
EMP12744,2021-05-13,Advanced Excel,24,Completed,83.1
EMP12744,2023-07-03,Communication Skills,4,Completed,81.4
EMP12745,2024-12-14,Customer Handling,8,Completed,72.4
EMP12745,2024-07-17,Data Analytics,24,In Progress,
EMP12745,2026-01-08,Customer Handling,8,In Progress,
EMP12745,2024-06-29,Time Management,8,In Progress,
EMP12746,2023-06-01,Advanced Excel,8,In Progress,
EMP12746,2022-11-10,Data Analytics,16,Completed,85.1
EMP12746,2025-04-11,Power BI Fundamentals,16,In Progress,
EMP12747,2022-10-08,Time Management,16,Completed,85.2
EMP12747,2020-12-12,Cyber Security,16,In Progress,
EMP12747,2020-12-11,Project Management,40,Completed,90.5
EMP12747,2022-02-20,Time Management,8,Completed,66.4
EMP12747,2022-08-08,Time Management,8,No Show,
EMP12747,2025-05-05,Time Management,24,Completed,90.9
EMP12748,2021-12-30,Customer Handling,4,Cancelled,
EMP12748,2021-12-14,Time Management,16,In Progress,
EMP12748,2024-03-28,Sales Negotiation,4,Completed,85.4
EMP12748,2024-10-05,Communication Skills,24,Completed,87.9
EMP12749,2021-08-03,Data Analytics,8,No Show,
EMP12749,2024-01-15,Leadership Essentials,24,Completed,91.1
EMP12750,2022-06-08,Communication Skills,16,Completed,89.5
EMP12751,2024-12-23,Communication Skills,16,Completed,77.5
EMP12751,2022-10-23,Advanced Excel,40,In Progress,
EMP12756,2025-02-08,Time Management,40,Completed,97.0
EMP12756,2026-06-02,Data Analytics,4,Completed,58.0
EMP12757,2023-12-26,Data Analytics,16,Completed,68.7
EMP12757,2023-08-17,Data Analytics,8,In Progress,
